Année;Périmètre juridique;Legal Perimeter;Périmètre spatial;Spatial Perimeter;Filiere;Sector;Energie produite;Unité;Méthode de consolidation
1977;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;71097.0;GWh;nette
1976;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;14461.02;GWh;nette
1976;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Thermique à flamme;Flame thermal;100223.136;GWh;nette
1976;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;45005.0;GWh;nette
1975;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;55507.0;GWh;nette
1975;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;16918.634;GWh;nette
1975;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Thermique à flamme;Flame thermal;76978.539;GWh;nette
1974;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;13406.405;GWh;nette
1974;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Thermique à flamme;Flame thermal;80397.801;GWh;nette
1974;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;52995.0;GWh;nette
1973;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Thermique à flamme;Flame thermal;81632.52;GWh;nette
1973;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;13297.704;GWh;nette
1973;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;44464.0;GWh;nette
1972;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Thermique à flamme;Flame thermal;73720.725;GWh;nette
1972;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;45263.0;GWh;nette
1972;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;12909.203;GWh;nette
1971;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Thermique à flamme;Flame thermal;61814.757;GWh;nette
1971;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;7878.662;GWh;nette
1971;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;45454.0;GWh;nette
1970;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;52971.0;GWh;nette
1970;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;4107.847;GWh;nette
1970;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Thermique à flamme;Flame thermal;51988.312;GWh;nette
1969;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;51892.0;GWh;nette
1969;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;3448.753;GWh;nette
1969;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;49289.0;GWh;nette
1968;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;2269.771;GWh;nette
1968;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;43541.0;GWh;nette
1968;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;46792.0;GWh;nette
1967;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;42009.0;GWh;nette
1967;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;41831.0;GWh;nette
1967;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;1771.245;GWh;nette
1966;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;500.278;GWh;nette
1966;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;48033.0;GWh;nette
1966;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;32873.0;GWh;nette
1965;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;32383.0;GWh;nette
1965;EDF EPIC;EDF EPIC;France métropolitaine, mais sans la Corse ni les îles du Ponant;Metropolitan France, but without Corsica and the Ponant Islands;Nucléaire;Nuclear;214.94;GWh;nette
1965;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;42978.0;GWh;nette
1964;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;32243.0;GWh;nette
1964;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;34392.0;GWh;nette
1963;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;40365.0;GWh;nette
1963;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;24615.0;GWh;nette
1962;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;25738.0;GWh;nette
1962;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;32974.0;GWh;nette
1961;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;18778.0;GWh;nette
1961;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;35091.0;GWh;nette
1960;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;37122.0;GWh;nette
1960;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;14648.0;GWh;nette
1959;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;14989.0;GWh;nette
1959;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;29705.0;GWh;nette
1958;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;12454.0;GWh;nette
1958;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;29450.0;GWh;nette
1957;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;14093.0;GWh;nette
1957;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;22550.0;GWh;nette
1956;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;10672.0;GWh;nette
1956;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;23354.0;GWh;nette
1955;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;8732.0;GWh;nette
1955;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;23321.0;GWh;nette
1954;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;21942.0;GWh;nette
1954;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;7983.0;GWh;nette
1953;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;18899.0;GWh;nette
1953;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;8577.0;GWh;nette
1952;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;7830.0;GWh;nette
1952;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;19690.0;GWh;nette
1951;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;7770.0;GWh;nette
1951;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;18516.0;GWh;nette
1950;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;14135.0;GWh;nette
1950;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;8557.0;GWh;nette
1949;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;10456.0;GWh;nette
1949;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;9663.0;GWh;nette
1948;Exploitation EDF : EDF EPIC + Autres;Under operation EDF : EDF EPIC + Others;France métropolitaine;Metropolitan France;Thermique à flamme;Flame thermal;7689.0;GWh;nette
1948;Exploitation EDF : EDF EPIC + SHEM + CNR + Autres;Under operation EDF : EDF EPIC + SHEM + CNR + Others;France métropolitaine;Metropolitan France;Hydraulique;Hydraulic;12845.0;GWh;nette
